shooter_id,goalie_id,hex_id,time_id,strength_state,goals,shots,offset_logit_xg,x_mean,y_mean
8470621.0,8476412.0,4_-2,2024-12,EVEN,1,1,-2.171631311902071,80.0,0.0
8470621.0,8476412.0,4_-2,2025-02,EVEN,0,4,-1.5257343436083897,83.25,2.0
8470621.0,8476883.0,3_-3,2024-12,PK,0,1,-4.945764960081118,67.0,-28.0
8470621.0,8476883.0,4_-2,2024-12,EVEN,0,1,-1.5191768120739793,84.0,3.0
8470621.0,8476945.0,2_-2,2024-10,EVEN,0,1,-3.5150821831515318,46.0,-17.0
8470621.0,8476945.0,3_-1,2025-03,EVEN,0,1,-1.6484651267310502,75.0,7.0
8470621.0,8476945.0,3_-2,2024-10,EVEN,0,1,-3.8253397828997397,65.0,-6.0
8470621.0,8476945.0,4_-2,2025-03,EVEN,0,1,-2.4887011093252855,86.0,5.0
8470621.0,8477424.0,4_-2,2024-10,EVEN,1,1,-1.7492398564592224,80.0,0.0
8470621.0,8477480.0,4_-2,2025-04,EVEN,0,1,-1.8858090307379802,84.0,-2.0
8470621.0,8477968.0,4_-2,2025-01,EVEN,0,1,-2.1747626605590544,86.0,10.0
8470621.0,8478007.0,4_-2,2024-10,PP,0,1,-1.8016341277874262,83.0,-16.0
8470621.0,8478009.0,3_-2,2025-03,EVEN,0,1,-1.453869763417218,65.0,-4.0
8470621.0,8478009.0,4_-1,2025-03,EVEN,0,1,-3.3186249970911117,79.0,8.0
8470621.0,8478009.0,4_-2,2024-11,EVEN,0,1,-2.176501263649218,82.0,-13.0
8470621.0,8478009.0,4_-2,2025-03,EVEN,0,2,-2.5110452406348838,81.5,-2.0
8470621.0,8478048.0,3_-1,2025-03,EVEN,0,1,-2.6102862751398415,63.0,23.0
8470621.0,8478406.0,2_-1,2025-01,EVEN,0,1,-2.9688367381003453,38.0,-3.0
8470621.0,8478406.0,2_-1,2025-02,EVEN,0,1,-2.5649273668995574,47.0,6.0
8470621.0,8478406.0,4_-2,2025-01,EVEN,0,2,-2.2575254534379163,84.5,-9.0
8470621.0,8478406.0,4_-2,2025-02,EVEN,1,1,-2.2140024246188608,86.0,7.0
8470621.0,8478435.0,3_-2,2024-10,EVEN,0,1,-2.324408787981352,72.0,-18.0
8470621.0,8478435.0,4_-1,2024-10,EVEN,0,1,-2.58757241360205,83.0,16.0
8470621.0,8478470.0,1_-2,2025-03,EVEN,0,1,-3.4663227055062316,28.0,-38.0
8470621.0,8478470.0,4_-2,2024-11,EVEN,0,1,-1.8304328205738225,87.0,5.0
8470621.0,8478470.0,4_-2,2025-03,EVEN,1,1,-1.6009755675988446,84.0,3.0
8470621.0,8478499.0,1_-2,2025-05,EVEN,0,1,-4.334252843746825,13.0,-37.0
8470621.0,8478499.0,3_-1,2025-05,EVEN,0,1,-2.2418115261798963,69.0,15.0
8470621.0,8478499.0,3_-2,2025-05,EVEN,1,1,-1.2413171495812398,67.0,-3.0
8470621.0,8478499.0,3_-3,2025-04,PP,0,1,-2.4843697309348745,72.0,-25.0
8470621.0,8478499.0,4_-2,2024-12,EVEN,0,3,-2.3164611076983532,86.0,-6.0
8470621.0,8478499.0,4_-2,2025-04,EVEN,0,1,-1.973456210624625,90.0,10.0
8470621.0,8478499.0,4_-2,2025-05,EVEN,0,1,-2.0673123752528797,82.0,1.0
8470621.0,8478499.0,4_-2,2025-05,PK,1,1,-1.9423111689710173,84.0,1.0
8470621.0,8478499.0,4_-2,2025-05,PP,0,1,-0.86580664721389,87.0,3.0
8470621.0,8478872.0,3_-1,2024-11,EVEN,0,1,-1.9909966654366675,66.0,14.0
8470621.0,8478872.0,3_-2,2024-11,EVEN,0,1,-2.154136822028759,57.0,-16.0
8470621.0,8479312.0,3_-1,2025-01,EVEN,0,1,-4.0811123530162625,63.0,4.0
8470621.0,8479361.0,2_-2,2025-02,EVEN,0,1,-2.6195145204770602,51.0,-13.0
